"","DCA1","DCA2","DCA3","DCA4"
"PseCur",-1.5100377899551,-0.1089059307228,0.0612471781232515,0.379157522178384
"Lac159",0.184660915651176,2.59356606104283,2.61068796724402,2.85565417430186
"Ape083",-1.28384188878738,0.293884712228896,-0.393735960688062,1.02739616083766
"RusCae",3.1773290929511,2.3267417048076,3.0120969200234,-1.46979329819128
"Hya049",1.03801366635575,-1.92344899993817,-2.63584157112122,-1.07048255180475
"MycGal",1.46136969374709,-0.92179939499171,-1.34303762154376,-1.35613680185911
"ApiAru",1.65913380465131,1.52969175660838,2.15900602312219,0.322841303012798
"p_Asc156",-1.71289127095493,-0.294805697782988,0.323474194330598,0.211032197915687
"PhyVac",2.00012992242051,1.14826877115109,0.459172418133292,-1.75445030424677
"FusSpo",-0.661995573471942,1.71185046040703,0.923515507405935,1.95153106637735
"Pod093",0.49466819573013,2.68388988455139,1.78783817605599,2.56574659809988
"Tre149",-1.49350929804717,0.914063095684236,-0.558336090598936,0.0233287596074347
"Gor170",1.32914853453649,-1.65506597655817,-2.20859387618943,2.14579284113148
"PodHor",-0.804370787280889,1.86003512843504,-0.476388328760973,-1.73386134734774
"c_Aga056",-0.186592322902929,-1.33975811906982,0.268309089114173,1.53874001737103
"ChlCau",3.25228849100816,1.94843572232999,-2.52198283432077,-1.87579541132851
"f_Cha100",-2.31506107787724,0.150715185485287,-0.488216194908837,-1.47025159502187
"f_Pez201",-2.73344114998039,1.8250435091975,-2.13750846978379,2.36629710328591
"Sch128",-1.75966438090896,0.339411312865443,-0.0247473957009907,0.374499480274382
"Hya054",1.50820087662026,-2.21801161836212,1.5538970580875,0.500509069019573
"o_Sor094",0.92846662983433,-1.70812607795072,0.84921194738069,-0.2740388731777
"Sym145",0.540799925367122,3.43873526071817,-1.52401339950807,-2.05350548206869
"c_Leo139",-1.45419587068243,1.99969929424775,0.324853091342233,-2.52307205814683
"Mor086",-0.848694733606038,1.83112518305426,-0.0784879800671106,-1.63368944341715
"c_Leo077",1.13290613704746,-2.28359723792719,1.76381235645026,1.6095878768942
"Cha097",1.20551771295765,-1.50483903756259,-0.346943569767124,-1.39833854878362
"Ser178",2.30987677293895,-0.895596142523824,-1.82229136487768,1.7769240312197
"VisCar",-0.711352555816638,1.03123491778321,-0.559753255849329,0.175785324523581
"Ser218",-1.64364410569593,0.562114459764319,-1.03150309637314,1.21940165571483
"f_Con084",0.0162207286230764,-2.02587893743857,0.760892743982494,0.480292487274246
"Chl099",1.37076813828871,1.86567726789043,2.26716072641568,2.42111557228389
"Ser112",-0.775298795659492,0.740503126988106,-0.619434666423728,-0.456001506007226
"f_Aur214",-2.1085092818957,-0.323002094779167,0.0788430478595048,0.79462924494564
"Per106",-1.18407647731489,0.779523874151905,-0.538942758576692,-1.13696733955307
"Cyp105",3.96658900596375,1.60279330322421,-1.61862729812444,-0.931247562498483
"Sch127",-0.919331878977709,1.40325072485194,-0.849754752211203,-0.857394871136049
"Pez091",1.78372490741462,-1.41089591999595,-2.31137555197062,0.182174257165068
"Ser550",-0.523914487796426,-2.0273802050747,2.29178815175228,-2.62248618688895
"f_Hya151",-1.98456488127392,-0.0747369062819572,0.0271840694908443,0.0895689021275772
"o_Leo087",0.572320279707818,-2.36299551068835,0.852847859492294,0.664974732383436
"PerDel",-0.219865673418702,1.14486493258841,-1.86723652270949,-0.907736064827605
"Sis346",-1.7921343994166,0.788589976057312,-0.614582897625415,-0.826954769019257
"UstApp",1.95373134592223,0.565957851248108,0.841556313685038,1.20345146041048
"OrbMul",-2.00004859867941,-0.373269222843225,0.852435693426262,0.0375249795384005
"Sco163",2.4125626742671,-0.838020918756181,-1.51718038993632,1.547122518578
"Pyr172",-1.33613293987809,0.825060064702484,-0.672348841867484,0.243047733623387
"Tyl102",1.41382809286866,-1.28486268767395,-0.915325910615316,-0.687925787322001
"Sta144",-2.37760648576074,-0.725954051682897,0.612194208240268,-0.118033605269277
"TheTer",2.54867505729143,-2.51870513852362,-3.22380479563513,0.657352229012345
"LopPic",-0.04192201379226,2.20888361520072,-2.25237450608839,-2.40569246203709
"Oeh175",-0.324734935331102,-1.69180836085646,2.03898157955982,-2.05924761087867
"Neo167",-0.085818004877142,2.20553696397167,-2.55456475293313,-2.57519452104456
"EntTor",0.906054516538694,2.92553498548565,-0.983947413980754,0.442244687932015
"ChaPse",-0.630885118406478,1.59077861603364,-0.716925194085265,0.148675015777263
"p_Roz213",-1.85101139254568,0.0836722851769856,-0.17443669736743,1.75296005796205
"TriAsp",0.412151538089605,2.26274199194632,0.927538968929565,-0.750383787007815
"HypElo",0.598039417963234,-0.586245112150206,-1.84146534701252,-1.36542407777092
"Cis190",-1.72434884731519,0.0291975285982145,0.790034830901949,-0.798914725494108
"DidCla",-1.16193111014391,0.283584506845498,-0.0313297209878187,-0.288440566541832
"Vis162",-1.453738730698,0.0831089141358108,0.250572908970179,0.338907480454714
"TriKon",0.536008365088297,0.515748403834757,0.0808857565156238,0.225081156109268
"SolTer",0.247801566790567,3.48252190022582,0.73414375302721,0.852847573513901
"f_Her263",-1.30192548453928,1.20984660346297,-1.28985354384274,-0.116476584156778
"RicFib",-0.444787357901105,-1.74348133505612,-0.492833127309459,1.79648849197037
"Hym171",-1.013580523464,1.58842163590764,-1.18409689001844,0.559288171099073
"Cys143",-0.307835502371495,1.74564388511591,-0.405376901171693,-0.346431347657749
"Ach173",-1.2692266600658,0.141760848718804,-0.412172221652833,0.128106932862332
"PyrTri",-0.968737378429717,-0.225472260174436,0.0550714499057499,0.847619329659015
"o_Ple202",-1.51994784643684,0.00357115773596695,0.695227539280538,0.649279620859012
"o_Rhi153",-0.796432557743997,1.3994608556235,0.0615610653739922,-1.05497993146889
"Mel103",2.20149985091383,0.990445786519191,0.397763991993838,-1.6758874102103
"AraAur",0.478363006863619,-1.11002789687979,0.383813687015249,0.679620640998949
"Nep199",-0.896512977800882,1.50981647421519,-1.51442917572846,-1.874747774538
"MenCil",0.0734718115605506,1.69874043829406,-1.8662515034819,-2.17920119787427
"LinElo",-1.08164169059909,1.68083087101578,-0.487607262739983,-1.615060680792
"Ren194",-0.261536343545856,-0.881841464097257,2.01780019526552,-2.05705621530104
"o_Tre184",-0.78957203463727,1.82629785622749,-0.877371156034396,0.722383988454947
"Pha265",0.184779183504165,2.58889304848154,2.61110520926726,2.85603457665126
"Oeh189",-0.464786279427681,-1.31182160189243,1.53529526912877,-0.539427958976854
"Oli216",-1.1103643849204,0.991996715704604,0.193345301486798,0.32180924968242
"Mel124",0.735119369997484,-1.45645609628956,-2.00444206449911,-1.20470128567589
"Hya140",-0.277132622896051,1.61650254844066,-1.95088594901272,-2.04152025450707
"AngFil",0.267377190683636,-1.25918787050832,-1.50974686092777,0.471228715668747
"o_Rhi185",-1.02492294950259,1.57931938257592,-1.1575336938429,0.682766552928205
"Rut150",0.526621795229019,1.63813989685212,-2.65611725499019,-1.85344873442889
"Ser272",0.698909065279467,-1.6621730988072,0.570424724156486,-1.58552749743086
"Oid090",3.23488028453741,1.35672314542144,2.39272950701638,-0.847562131145605
"Sub291",-1.68601419026164,0.489990465774084,-0.346455827260693,-0.354773491974037
"Ser133",-0.340482796597736,1.44520329386237,-0.83435557309796,1.58478783208679
"PenRol",0.204606151875304,-1.02952915365271,-1.31988944938723,1.79794288518943
"f_Hya109",1.26048627226898,-2.12078050317693,1.73490767915763,1.96777234875067
"NeoPas",-0.955296379400377,1.51718985758841,-0.519077686284827,-0.41428935248542
"EntMou",-0.997668639454143,0.137724341897786,-0.715329048466984,1.82037504424486
"Hya212",2.33693773613965,-1.55430845683431,-2.42026692071406,2.06726378561365
"Tom282",-1.52553212510478,-0.972262043772012,0.471452699561823,0.514196124177477
"o_Ple217",0.656385031612011,-2.07322817389737,0.224962817515844,1.50904915614769
"Rhi183",0.793055958074176,2.786814632412,-0.603499743953654,-0.284592681646682
"EntSer",-0.38449698502325,1.99288079413311,-2.47484720457749,2.12532072031469
"Hya125",0.297974037033787,-2.18885119424228,1.28969307662715,-0.253777225293143
"DicArt",-1.68334064387986,-0.439978122615042,0.81897127741969,0.381021135744902
"p_Ent253",-1.49511168095416,1.92451444945147,0.2688590655797,-2.49367164601693
"Mor230",0.596122617077518,3.21231496585906,1.97183284236013,-1.26335830231139
"AceMac",2.42572825783547,0.97195506704522,0.759649291129863,-1.34121797565521
"RicMel",-0.974922306422236,-0.230994390778602,0.0935912683116489,-0.377640018073471
"Pod120",1.00831735771042,2.44478385044313,-1.97067009003707,-1.19975349095528
"OrbBem",-0.65383394672719,0.9634344985583,-0.799379075364881,0.330649593628887
"Hya250",-0.876039961373091,0.850177356788234,-1.23494171327695,0.511644320498053
"SaiPod",0.515588041094756,1.99433728610094,0.994595691826669,0.895213894657218
"HelPlu",1.8685219863955,-0.0354691794867366,-0.757890544110218,-1.35096385143761
"GanApp",-0.140602484198775,0.192814131632801,-0.311602332295883,0.806196367213085
"Clo220",-1.75158134206207,0.151052028280243,0.0358824850612294,0.487882655034848
"o_Orb155",-0.609390422701409,2.02423534680741,-0.342042564406501,-1.79391991410656
"o_Sor174",1.23772913064994,-0.969274273057485,2.11659524715887,-0.335459740445384
"AltAlt",-1.41553691618077,0.45131069251588,0.494406090810806,0.49056731243109
"RusSar",1.31965425579547,2.54980909296505,-1.52797845207537,-0.784497677752243
"PenOno",-0.869240522205165,1.54851144878314,0.322628643748089,-1.74487067464076
"Hya166",1.98522223603581,0.794590836583102,-1.01090691174194,-1.71561520077951
"c_Leo088",0.687502271514687,-3.09066965496827,2.40427102740498,-0.265067009376572
"PhaSta",0.480421478431822,-2.3959670880145,-2.79633657664718,-1.38238758253199
"EntBic",-0.967107980435712,1.53711939958054,-1.01582733709272,1.12350546206669
"Hya158",0.102386971765198,-0.225260122570552,-1.11622796616302,-0.742149976357179
"o_Ony160",1.70462975709739,-1.9336948848848,1.58259602351222,1.86574553107575
"Oeh168",0.409617212729904,-1.79469591587238,0.968101561182754,-0.0899954664128479
"Hym169",-1.08157627294873,1.87601554708169,-0.544760123801692,-1.41500952356412
"VarGig177",1.70258219195025,-1.00283318044446,-1.58659493985654,-1.50217373989006
"Mor180",-0.809615538468355,1.68495581887777,-0.513263442592524,-1.03328344590502
"TalCin",0.550812007276743,-1.740974864835,-0.776135773457323,-0.0663042908162941
"PezCil",-0.438688624193808,-1.20591445849744,-2.15332616489087,-1.20709862736951
"f_Hel186",-1.05619040410132,1.17814993750655,-0.671831804968495,1.17583600889833
"o_Hel187",0.800429412107438,0.379930719605488,-2.40475415227691,-1.10562738525991
"RhiRos",4.87833858109885,0.237384164638161,0.239733466114897,-0.095696203922031
"PhiBam",0.4701903328242,0.30068665413093,-1.25714348041109,-0.885168965689246
"Mel198",0.790596464982584,-2.49599682762075,1.92393119971136,-0.335329664529485
"Col200",-1.8601312923521,0.640601483710999,-0.646552684164879,-1.24361778879903
"Lac203",-1.34981945246243,0.640733011858919,-0.425973862608442,1.92187538188882
"Del204",-0.00967123806588921,3.35923871343359,0.37174764501955,-0.707014143746313
"Hya205",0.883031284828187,2.60776220134842,-1.58800268713111,-1.17867696266811
"f_Lor206",0.585593186488097,-1.93335533448522,1.59426140185878,-0.0471959589333308
"f_Glo207",0.277559618304072,-1.41779087858871,1.14082054313203,-0.0586587267126888
"SuiBov",1.82250530805435,-1.93473616276413,2.10554116359242,-0.306589097593748
"Amp210",1.51712956069643,-1.05218710870676,-1.63428250388565,-1.53918835194161
"Hya211",0.661654749504677,-0.706070029170506,-1.60697502419938,-1.59539221153718
"Hya219",-0.942981525292609,0.446282697970354,-1.16237726729817,-1.20702281729302
"OidTen",4.855815151435,0.297861518421941,0.570809060918452,-0.190215711596042
"GalTib",0.73992286174774,-2.10367467103391,1.39801586912041,0.449617044944497
"StaTri224",-2.05534136619039,-0.145336418761979,0.478114454024462,-0.448929517300468
"f_Rhi226",0.531327123109927,2.8380245513862,0.34824597044795,0.36352346526674
"Ext227",-0.708561172002296,1.35943577663156,-1.33139592521239,-1.44401763343686
"Dim229",-0.901655376702378,0.931136009647272,-0.0123164340106907,0.0368744422153215
"Mar231",-1.28321343622901,1.32712131328715,-0.581797866931481,0.0387861926703956
"Sui232",1.00075685582833,-2.52968356916506,2.0111790938313,-0.269201478250343
"Oid235",4.77511616172266,0.731643685141875,0.732371687665219,0.595634737870602
"Sta236",-0.959905131564221,0.993745857992574,-0.94719511838639,0.224707095187278
"DacDim",-2.21880512897107,0.162234807533372,0.595943515913742,-1.1237662901613
"Tri240",-0.414472923618002,0.0112936361451208,0.876776747426896,0.172259406602028
"Xen242",1.73640532089415,-0.332639143934005,-0.169605768499047,-1.45662142895416
"PyrBis",-1.01747770242444,-0.205786130085442,-0.377145965983307,1.72242813330311
"o_Sor244",1.83317572693904,0.843291356161052,0.76353864486683,1.01767547421551
"EmeDon",-1.83298636711195,-0.217964465814991,0.561213492605257,0.20581887686141
"CadLut",-1.55758609400292,1.70548062651042,-0.623250730454921,-0.407229860825154
"Pen249",0.473797655216022,0.210510571934245,1.49516662679108,2.310246946405
"CybSua",-0.638893334956679,0.242156844479988,-0.00826233933389675,0.815989806600875
"f_Rhi254",-0.459457784367081,3.36619821672546,0.0688068561354078,-1.60924670065977
"MycSan",0.746958391608214,-2.14819923751663,1.68919162219198,-0.342137387211211
"TolInf",-2.46982349760607,0.847727184022604,-1.1053064617348,-1.11773942681532
"Car268",-1.09321620028018,0.671363372503201,-1.06507279265874,1.70016840607154
"StaTri269",-1.41071393842985,0.495872804949273,-0.0462720069874196,0.770646691318993
"Cor271",-1.35662821095432,0.0881694908176844,-0.160598620761683,-0.116841534820622
"StaDen",-2.7878058571875,-0.0804839495865375,-0.535002113718207,-1.78485283147873
"Her276",1.17771155833283,3.63663411659683,-0.300516002563211,0.344183900180572
"Ace279",1.90235895535974,-0.691292390855401,-1.84451197486078,0.38843000373701
"Pyr283",-0.913527526611968,1.86390685609978,-0.989966315025959,0.280639809238041
"f_Her285",0.0409866044820217,3.88682995462286,0.206541479110745,-0.677597684263489
"Ace287",1.93551718797136,-0.58752231532498,-2.70564120321719,-1.11592606655906
"Mel292",2.41968453196596,-0.904862551827853,-2.64047036667994,1.35121300674583
"Hya294",2.4800179787683,-1.2772164677556,-2.89806460744849,-0.0303072677671108
"Cla301",-1.61929957551651,-0.168643950422271,0.0438426314192442,0.604821497130759
"IlyEur",-0.18855333784315,2.20400123137157,0.977357889874026,2.25838419463041
"SymAci",1.56416438928516,-1.0967848698609,0.874510547761431,0.184632598461062
"Tet305",-1.93144267853241,1.02947155768258,-0.220739071214684,0.0920630499441102
"o_Bol307",-0.915958786553802,1.60851815045934,-0.740859270312158,-0.648946073508306
"PseCha",0.459044235106466,0.977038095933524,-0.595995111708131,-1.47143946484071
"TreHyd",1.40969274387973,0.821492344134251,-0.148713796145141,-0.104563545629595
"LinFlu",-1.16839336073055,0.542580584673047,0.176074539527021,-0.386037299240248
"NeoKie",-1.45388689907531,2.03763900990269,0.461134071044107,-2.66654668677281
"f_Glo316",-0.855897424589332,1.26985321772317,-0.00309646098389216,-0.473999971708028
"Ino319",3.17649051817745,2.32469461339908,3.00976810155442,-1.47037273104509
"AthPyr",-1.49859979271872,-0.455283274917078,1.10423426102108,0.879429123806473
"Pez326",0.816841222212234,-1.17880941351933,0.292332663259569,-1.36561990042242
"FusAve",-0.0370965881898768,2.96082234676102,2.38930832197044,2.68661816732773
"Pol329",-0.109479975419843,2.2794117758724,1.78731645759021,2.50601721917873
"ZaaVer",-1.16267981829035,1.13891700404133,-0.952702750153806,-1.08328871364772
"Cal342",-1.24356808699999,-0.159849362507322,1.1476237358244,-1.27151180339814
"Mor343",-0.393180380098598,-0.838753322631123,-1.44256187767543,2.0033598469499
"ApeStr",-1.1778974916393,0.216621125831296,-0.288740671535769,0.502454667641695
"o_Tre351",0.692997392673914,2.36526274730578,2.37261148089698,2.63505830292136
"AlaAcu",-1.49113003451351,0.958214817781586,-0.896184515632352,1.21630224583812
"Chl365",0.814751838160228,0.481683563117233,-1.89384796058983,1.43382290796327
"Exo379",-0.230052905326449,3.17920680120803,-0.983102712466116,-0.0577561829452842
"Oeh380",-0.395905750940306,-1.53842173856127,1.95219291898486,-2.0473750984278
"VarDel",-1.88658851816441,0.369889523928879,-0.59331273246478,-1.0493800401041
"o_Leo396",-1.43883749494751,-0.540207739726962,1.17001363636066,0.956771496038778
"f_Her400",0.380777523333756,1.11993000264696,-1.40939825545857,1.04368772395105
"Myr401",-0.500640118547088,1.55791057308658,-1.17799966279294,1.78259079121992
"o_Sor406",0.0351907148447916,-0.820243461921913,2.03601356299165,0.96233628397023
"Tre465",0.184780518630501,2.58889354820306,2.6111050214171,2.85603461786427
"f_Rhy496",1.93030202966712,-0.43133977427108,-2.11579922108913,1.90400542113989
"Cla505",1.03795404861825,0.292433024157453,-0.726561478312839,2.26739703589886
"Oid555",1.2255806087736,0.0075341680054688,-2.11415382431434,1.50773313298233
"Ser628",1.9853207374898,-1.59698780857397,-2.98852622166232,1.13354635870507
"ClaHom",1.19367416652059,-0.094455882881602,-2.05935969592129,1.47052003113174
"Schi266",-2.28858720549411,0.493235577207696,-0.941987751259211,-1.63932880994155
