Locality,DCA1,DCA2,Dataset
BBN_A,-0.03975608810900422,-0.2677700765095157,Cerven Month
BBN_B,-0.3959928770622936,-0.47786685975430543,Cerven Month
BHN_A,0.13934521457531268,0.7138540676415572,Cerven Month
BHN_B,-0.22697610523191658,1.0013425526551112,Cerven Month
BZN_A,0.21493385749211225,0.78374818398053,Cerven Month
BZN_B,-0.015645480126094125,-0.09048203103418717,Cerven Month
BRK_A,-0.04714175456126046,0.6720985773681853,Cerven Month
BRK_B,-0.42405745375967907,0.8154558204077955,Cerven Month
DVR_A,-0.038959652496173725,-0.3291274004383449,Cerven Month
DVR_B,0.5959112536040969,-0.9324411227851599,Cerven Month
HLN_A,1.4793524414014199,-1.054478580985728,Cerven Month
HLN_B,-2.676214187013013,-1.2398448766451673,Cerven Month
HVZ_A,-0.17666733535299928,-1.04932400276709,Cerven Month
HVZ_B,-0.07538414984183284,-1.4497694375515007,Cerven Month
HRD_A,-0.11127444403919551,-0.7747318262756913,Cerven Month
HRD_B,-0.15731113597080748,0.09707868279763288,Cerven Month
HRC_A,0.18990853806332053,-0.145382196180875,Cerven Month
HRC_B,0.8174497338647959,0.817039086812275,Cerven Month
CHV_A,-0.5595990971911249,0.9096134780517948,Cerven Month
CHV_B,-0.23566151530578638,0.45602761370888345,Cerven Month
KLS_A,0.01910565044413204,0.4826173573352466,Cerven Month
KLS_B,0.12812948981271033,0.2800332935465102,Cerven Month
KCD_A,-0.16141450273091662,-0.502015144070034,Cerven Month
KCD_B,-0.2822162188833466,1.1170463151321335,Cerven Month
KKL_A,-1.1081388758222432,-1.3513837009259646,Cerven Month
KKL_B,-0.5601831733991238,-1.9151962316433973,Cerven Month
LCL_A,0.27168176617484274,0.5600782801308313,Cerven Month
LCL_B,0.09113231804973099,0.39417978227479455,Cerven Month
LVJ_A,-0.6203288604431272,1.3859424815964885,Cerven Month
LVJ_B,0.3389481028331338,1.2158207995675268,Cerven Month
NSV_A,-0.16799685186060875,0.7219047857754881,Cerven Month
NSV_B,0.25715802560801615,0.7004339904834294,Cerven Month
OKL_A,-0.2047313579579888,0.9043866721387146,Cerven Month
OKL_B,-0.08445141493276775,0.6057661228898787,Cerven Month
NVS_A,-0.5130238099886233,2.0797673593868895,Cerven Month
NVS_B,0.7070338675416394,0.5065307099082901,Cerven Month
PRZ_A,0.8422347932128411,0.32466293901226706,Cerven Month
PRZ_B,1.0508424642790417,0.11168031574565518,Cerven Month
PKV_A,0.06571497791155245,-9.760992305958283e-4,Cerven Month
PKV_B,-2.0900623767929445,2.568196649231107,Cerven Month
RTR_A,-0.08978469167026493,1.349863006530987,Cerven Month
RTR_B,-0.273373909701506,0.1903543418923732,Cerven Month
STR_A,-0.16452653516719717,-0.7112549759357616,Cerven Month
STR_B,-0.47225137283466934,-0.7587387920693323,Cerven Month
SVD_A,-0.37932954247661366,-1.6119317133995381,Cerven Month
SVD_B,-0.1279599454042617,-1.5335644752063933,Cerven Month
SFR_A,0.09571391124336559,1.09624440259236,Cerven Month
SFR_B,0.18205223934609283,0.8356616770197021,Cerven Month
VLS_A,-0.2932925806187594,-0.1464121480813252,Cerven Month
VLS_B,-0.10265231300391342,0.404081544483462,Cerven Month
VRJ_A,0.36086643529074314,0.11498091962118417,Cerven Month
VRJ_B,-0.30657214528293597,-1.1000623489452996,Cerven Month
ZHJ_A,-0.43649403349610294,0.25054262025180707,Cerven Month
ZHJ_B,0.24488201710457336,0.3247786727996167,Cerven Month
ZLM_A,-0.15499711693187868,-0.09559070145868831,Cerven Month
ZLM_B,0.743911472157718,-0.3630135433133499,Cerven Month
ZMB_A,0.5599961451440834,-1.4742294388166846,Cerven Month
ZMB_B,3.9059940217756894,-0.32229147244130507,Cerven Month
ZMK_A,-1.4155517518012741,-0.618391118042795,Cerven Month
ZMK_B,0.06341793842282861,-1.778623191176793,Cerven Month
