Species,DCA1,DCA2,Dataset
TalExp,0.3830648300417292,1.4224738973866695,Pasti Kveten
TarSet,-2.311833900641151,1.824448787305616,Pasti Kveten
TenTen,0.27723984644408306,-1.7530698587098918,Pasti Kveten
ThaStr,0.44705937245202043,-1.1604666228528597,Pasti Kveten
TriTho,0.20327036018025235,-0.9293768425342627,Pasti Kveten
TroSpi,0.7051287124112258,0.4722522831447207,Pasti Kveten
TroTer,-1.6013805866564512,0.9073057117840007,Pasti Kveten
WalAlt,-1.7765581916630953,-1.0704656077199362,Pasti Kveten
WalCus,1.2418063968280273,2.6112939413557332,Pasti Kveten
WalDys,0.21464453760915791,2.104845068331369,Pasti Kveten
WalKoc,-0.5722705596675424,-1.2152593781043217,Pasti Kveten
WalObt,1.400316877167405,-0.6217969665077964,Pasti Kveten
WalVig,1.4532942962042235,-1.4481055466086954,Pasti Kveten
XysBif,0.13079774877997763,-0.0653798423288865,Pasti Kveten
XysCri,0.5104431653116295,-1.3433362183917978,Pasti Kveten
XysErr,0.27723984644408306,-1.7530698587098918,Pasti Kveten
XysKoc,2.0578276974412804,-1.9286230059956242,Pasti Kveten
XysUlm,0.6413084769732977,-1.9955891386701579,Pasti Kveten
ZelLat,-1.361046353232816,-0.971823446938785,Pasti Kveten
ZelPet,-2.1948807010618587,2.0912984127543996,Pasti Kveten
ZelSub,-3.238732884597874,2.049497889376507,Pasti Kveten
ZorSpi,-1.363276715048376,-1.7611493008381438,Pasti Kveten
