Species,DCA1,DCA2,Dataset
WalKoc,-0.9347831232381302,1.0159629827911139,Pasti Method
WalVig,-0.009049106915843819,1.6072856577903774,Pasti Method
XysBif,-0.6235778548309037,1.387916214730064,Pasti Method
XysCri,-0.7051796136511801,1.6901270817284297,Pasti Method
XysKoc,0.48908746302494666,1.7062168285779382,Pasti Method
XysUlm,0.5028348581005395,1.116115976999418,Pasti Method
ZelLat,-1.033918422928811,-1.3418787436474755,Pasti Method
ZelSub,1.3226206845761608,-2.3625394158259514,Pasti Method
ZorSpi,-0.6107379239579798,-1.2151675508873103,Pasti Method
ManAca,-0.7378405462070471,-1.5345475472234538,Pasti Method
MerTri,-0.8275133699143424,-3.650026882055447,Pasti Method
MetPro,-2.568226346187215,-0.565023016645892,Pasti Method
MicVir,-3.062386481640454,-1.178706102541668,Pasti Method
PisMir,-0.8876194816005032,-3.1860987119268422,Pasti Method
AgrBru,1.5960458518428045,-1.6015198993058974,Pasti Method
AgyAff,-2.5104494003235382,-1.1628478627075145,Pasti Method
AttPub,-1.0845681279099053,0.28411209389593384,Pasti Method
BatApp,-0.07548842012844226,2.5660667838799256,Pasti Method
CalCla,-3.1980330456782906,-0.508419593978676,Pasti Method
CicCic,0.17819233479218455,1.7538746076090446,Pasti Method
CluDiv,-0.885187335902845,-0.39905773797120403,Pasti Method
CluSus,-1.2201147149058882,1.2324275868651249,Pasti Method
CluSut,1.2029486007057764,-1.503809389531577,Pasti Method
DicNig,-0.6819733515192976,1.7447380357146098,Pasti Method
GonRuf,4.061676685595755,-0.1855372785972198,Pasti Method
HahPus,-2.2300191809422216,-1.328869970141117,Pasti Method
HarLep,0.025177482067217927,-0.07611322000450405,Pasti Method
HypBit,-0.8725583205763023,3.010490531810497,Pasti Method
OzyAto,0.1984309309275516,-1.474890516440126,Pasti Method
OzySca,-0.2880600000088813,-3.095752698713508,Pasti Method
PelPar,-0.5748002422220595,2.6857429525787326,Pasti Method
SinCor,-0.9675865744332575,-2.2723625381132084,Pasti Method
TarSet,2.2832358669366686,-3.3236188891636536,Pasti Method
TriTho,-0.5455059516303967,-0.05534006287291904,Pasti Method
WalCus,0.1984309309275516,-1.474890516440126,Pasti Method
WalObt,1.2642684878856318,-1.9911095312997085,Pasti Method
XysErr,-0.6819733515192976,1.7447380357146098,Pasti Method
ZelPet,-1.6351912285504326,-2.200652528493443,Pasti Method
