Species,DCA1,DCA2,Dataset
AgyCau,-0.962566231112925,-0.933440232874956,Pasti Cerven
AgyRur,-1.1365362767573979,-2.0647951223665224,Pasti Cerven
AloPul,0.0371702542250083,1.1864758894459282,Pasti Cerven
AntEle,-1.4791133890820691,-0.6174618384773376,Pasti Cerven
AphMis,1.2906524819165166,-1.3634480435715086,Pasti Cerven
AraCra,-0.856070297049903,-1.0539890970417054,Pasti Cerven
ArcLeo,0.8195162633715154,1.4633376350327048,Pasti Cerven
AttCar,-1.4199776745542518,2.2970485214283287,Pasti Cerven
AulAlb,-1.210843570264498,2.6576662973282477,Pasti Cerven
BatGra,1.4915601634855817,1.393251221976353,Pasti Cerven
BatNig,4.355332663441702,0.36232182538451374,Pasti Cerven
CenArc,-1.4189089246317512,-2.201031262093072,Pasti Cerven
CenLev,-1.4203221044750942,-2.472878407140751,Pasti Cerven
CerBrp,0.3599631803291192,-0.3172853684809518,Pasti Cerven
CerBrs,-1.5601752945785239,-2.487306918482392,Pasti Cerven
CluNeg,-0.6886154116226408,0.9122129770800194,Pasti Cerven
CluRec,0.01036156881923933,-1.6607372322886906,Pasti Cerven
CneObs,-1.3642647418876286,3.2348097209860724,Pasti Cerven
DipCon,4.355332663441702,0.36232182538451374,Pasti Cerven
DisBif,0.3704020982184275,0.3332335618445157,Pasti Cerven
DolFim,-1.6229663972082087,0.5130282480686859,Pasti Cerven
DraCup,-0.9495771031156688,-1.5801976401825988,Pasti Cerven
DraPub,-1.7903232890291199,0.032899970694501235,Pasti Cerven
DraLut,-1.1838978410000522,-0.3813941069104425,Pasti Cerven
DraPus,-1.7678510148104047,-2.7672557182341606,Pasti Cerven
EriAtr,1.266484381684271,-1.334195878639906,Pasti Cerven
EriIgn,-0.038396086042467026,-1.0198691329531242,Pasti Cerven
EuoFro,0.3314194492511491,1.9957834782063677,Pasti Cerven
EurFla,-1.7338034798946236,2.550025449961107,Pasti Cerven
EvaArc,-1.630870398583311,-0.9535429593915825,Pasti Cerven
GnaNig,0.390915902942647,-0.9383361951188021,Pasti Cerven
GnaDen,0.9225528288708693,-0.2810766540369136,Pasti Cerven
GonLat,1.2151164173354738,0.4147411197163815,Pasti Cerven
GonViv,-1.7678510148104047,-2.7672557182341606,Pasti Cerven
HapCog,-3.5347231680628233,0.36232182538436897,Pasti Cerven
HygRub,-2.729163154946825,0.022610345618242267,Pasti Cerven
HypFul,0.27848893915614914,-1.4099867288872359,Pasti Cerven
IneIne,-2.014621514711705,2.5385734451022315,Pasti Cerven
LopPun,1.195570520777414,1.0383653895662013,Pasti Cerven
MicPul,-1.3642647418876286,3.2348097209860724,Pasti Cerven
MicGeo,-1.4203221044750942,-2.472878407140751,Pasti Cerven
MasSun,0.2125677659911247,-0.7072706954246233,Pasti Cerven
NeoVal,-1.191733000979652,1.1714300033949279,Pasti Cerven
NeoBim,-0.45728421918794426,-2.2241226183420264,Pasti Cerven
NerCla,-2.6181793501708155,-1.4431342679196095,Pasti Cerven
NotSar,-0.5708789987396505,-1.0982304384581958,Pasti Cerven
OedFus,-7.85028708199853e-4,0.09613284898248287,Pasti Cerven
OedGib,2.4495807728134333,0.07771863883970109,Pasti Cerven
OryAng,-1.7903232890291199,0.032899970694501235,Pasti Cerven
OzyCla,0.8403103030367611,0.9259306010817205,Pasti Cerven
OzyPra,0.7073395391539674,0.024994205823260174,Pasti Cerven
OzyTru,0.09912168162043589,-0.13920024438577183,Pasti Cerven
PacCle,-0.2718148357503878,-0.9303794186414245,Pasti Cerven
PacDeg,0.15754866717553462,-0.3367232702393128,Pasti Cerven
PacLis,0.8503592393120507,0.05712047351844696,Pasti Cerven
ParAla,4.355332663441702,0.36232182538451374,Pasti Cerven
ParAme,1.6943762038035732,-0.41558578941468527,Pasti Cerven
ParLug,4.049867907021241,1.4178694787520887,Pasti Cerven
ParPal,0.7871193654093975,0.09699230324491559,Pasti Cerven
ParPra,-0.0997530042229744,0.9834527467296983,Pasti Cerven
ParPul,-0.39853345019788056,-0.7910331749284918,Pasti Cerven
ParRip,-1.4199776745542518,2.2970485214283287,Pasti Cerven
PelRad,-1.3642647418876286,3.2348097209860724,Pasti Cerven
PhrFes,-2.0959555619405936,-0.7467561935136546,Pasti Cerven
PirPir,-0.9174699386494132,-0.8401620718577154,Pasti Cerven
PirPis,-0.9862836226442404,-1.27448765110787,Pasti Cerven
PirTen,-1.4500174414976212,1.9764696149895342,Pasti Cerven
PirHyg,1.7720474832188637,1.076691830450831,Pasti Cerven
PirLat,0.35198307865883693,0.3304578787220942,Pasti Cerven
PirUli,0.22484902159193476,2.256482766505036,Pasti Cerven
PocJun,-0.13829860375537173,0.3811853687748581,Pasti Cerven
PocPum,-0.7312844412400907,-1.732827563631171,Pasti Cerven
RobAru,1.7734739977027205,1.3071071987212326,Pasti Cerven
SibAur,-0.8764873551550838,-1.0949295549642137,Pasti Cerven
SilEle,0.6973663840704218,-1.1310033820941332,Pasti Cerven
TalExp,-1.5994864109241345,-2.620066847202115,Pasti Cerven
TenFla,-0.38738646878980365,0.9496850895700168,Pasti Cerven
TenTen,-3.5347231680628233,0.36232182538436897,Pasti Cerven
ThaStr,0.14542196418561604,-1.3616141426575568,Pasti Cerven
TmeAff,-1.7903232890291199,0.032899970694501235,Pasti Cerven
TroSpe,-0.8239460463676875,1.8071556637889779,Pasti Cerven
TroSpi,0.21805787455486003,-0.14765691779607604,Pasti Cerven
