Species,DCA1,DCA2,Dataset
TroTer,-0.4437854363509002,-1.7957469490151086,Pasti Cerven
WalAlt,-2.2294121584829405,-1.3815403911363269,Pasti Cerven
WalAtr,3.921096223858297,0.44007675039433236,Pasti Cerven
WalDys,4.355332663441702,0.36232182538451374,Pasti Cerven
WalFur,-1.3642647418876286,3.2348097209860724,Pasti Cerven
WalKoc,-0.037896121923416626,-0.03438709994424238,Pasti Cerven
WalVig,0.23428361480975823,0.051947166427920966,Pasti Cerven
XysBif,0.016194094987232344,-0.07863508554155585,Pasti Cerven
XysCri,-0.1598321969707548,-0.22832293254792768,Pasti Cerven
XysKoc,0.27439180606001123,0.15686012759285806,Pasti Cerven
XysUlm,-0.16678990240740554,1.506941366010611,Pasti Cerven
ZelLat,-1.6113014550594302,1.7544447062033246,Pasti Cerven
ZelSub,1.2906524819165166,-1.3634480435715086,Pasti Cerven
ZorSpi,0.4352259478602494,-0.17060911238783838,Pasti Cerven
