Locality,DCA1,DCA2,Dataset
BBN_A,0.04081785837788088,-0.4246089566999409,Pasti Kveten
BBN_B,-0.5434060302634547,-0.20982954726975145,Pasti Kveten
BHN_A,0.58278127410302,-0.00821432087742524,Pasti Kveten
BHN_B,0.24026018770475854,-0.3810023194933091,Pasti Kveten
BZN_A,1.471927024037674,0.172898195613282,Pasti Kveten
BZN_B,0.9611635989658605,0.8682688522178426,Pasti Kveten
BRK_A,-0.022029031865293147,-0.07384834315856037,Pasti Kveten
BRK_B,-0.29345506331447946,-0.21109965988634616,Pasti Kveten
DVR_A,-0.6715680337003482,-0.681922865372357,Pasti Kveten
DVR_B,-1.0069116123156725,0.8397204565617069,Pasti Kveten
HLN_A,-0.7029938516820188,0.015042323414815817,Pasti Kveten
HLN_B,-0.17703945711386693,0.41196572656146513,Pasti Kveten
HVZ_A,-0.5688835945135889,0.2527355394819315,Pasti Kveten
HVZ_B,-0.2754683819608328,0.8657936583762433,Pasti Kveten
HRD_A,0.50811988732621,-0.8522702093491539,Pasti Kveten
HRD_B,0.5446078354066035,-0.46267570251342505,Pasti Kveten
HRC_A,0.6458662788216336,-0.1140679198681005,Pasti Kveten
HRC_B,0.17413528409732582,0.8828601737663062,Pasti Kveten
CHV_A,-0.1355695003043056,-0.12206306700989566,Pasti Kveten
CHV_B,0.29030133302857397,1.2036536867416086,Pasti Kveten
KLS_A,0.5270592669133949,-0.2532254683051963,Pasti Kveten
KLS_B,0.9686268770199922,-0.44521375529309115,Pasti Kveten
KCD_A,-0.22203957569180255,-0.36683984130977754,Pasti Kveten
KCD_B,-0.7018695397200168,-0.06339767116448325,Pasti Kveten
KKL_A,-0.6229858960109668,-0.7783968836414912,Pasti Kveten
KKL_B,-0.5919805536294597,-0.7816738776536898,Pasti Kveten
LCL_A,0.1740620993464943,-0.4423691102419076,Pasti Kveten
LCL_B,0.6786166706659991,0.3168890149444328,Pasti Kveten
LVJ_A,-0.18814473013296018,-0.2827923443074416,Pasti Kveten
LVJ_B,0.8207015016370276,0.2606593132024406,Pasti Kveten
NSV_A,1.4362407590017878,-0.32825564868585033,Pasti Kveten
NSV_B,1.3825109688670394,-1.0756753357169295,Pasti Kveten
OKL_A,0.367795943307869,-0.1725647259590365,Pasti Kveten
OKL_B,0.23824696161877323,0.28278063238092854,Pasti Kveten
NVS_A,0.49046843966892495,1.3760168088566167,Pasti Kveten
NVS_B,0.9938561795089771,0.06569604360854076,Pasti Kveten
PRZ_A,1.0143535363956335,-0.4580330661509605,Pasti Kveten
PRZ_B,1.1227708101614047,0.5716127036949079,Pasti Kveten
PKV_A,-0.4540503212384073,0.09866101410090566,Pasti Kveten
PKV_B,-0.15955504471091464,-0.24999728654286968,Pasti Kveten
RTR_A,0.2946039369798683,-0.8592480656507535,Pasti Kveten
RTR_B,0.0865900951144547,0.24235296336511225,Pasti Kveten
STR_A,-0.7070909082189427,-0.40203262700818154,Pasti Kveten
STR_B,-0.6059735779180044,0.5078288481044162,Pasti Kveten
SVD_A,-1.439752146610199,1.0343588564814286,Pasti Kveten
SVD_B,-1.0484469883494594,0.22335013086206823,Pasti Kveten
SFR_A,0.42669519825845814,-0.16835283303306559,Pasti Kveten
SFR_B,0.1766851325707539,0.09975318970022018,Pasti Kveten
VLS_A,0.34958616547256294,-0.05283188919057458,Pasti Kveten
VLS_B,0.28420901003322485,0.1261899923996208,Pasti Kveten
VRJ_A,-0.18959141289902637,-0.17012260862670736,Pasti Kveten
VRJ_B,-1.3279963986823633,0.2409981965430359,Pasti Kveten
ZHJ_A,0.32963476542860737,-0.3384459159252252,Pasti Kveten
ZHJ_B,0.3847337692501722,0.11995520805267956,Pasti Kveten
ZLM_A,0.29548002335290047,-0.19514664563592587,Pasti Kveten
ZLM_B,-0.24026228002434324,0.7955420046514678,Pasti Kveten
ZMB_A,0.12611028712220285,-0.11801762592565068,Pasti Kveten
ZMB_B,2.899797013635811,0.6100226356734721,Pasti Kveten
ZMK_A,-1.2547693268409505,-1.1609258526254944,Pasti Kveten
ZMK_B,-0.9317251674397615,0.9777537014362441,Pasti Kveten
