Locality,TalSto,PilCon,Sta007,TalVer,HygCoc,HygCon,CalCla,DidPro,PyrLep,StaPer007,ChlSet,Chlo018,PenMon,Ven010,Cla016,Phi015,Gor052,Mel017,ParMic,StaPse,Hya063,Pod047,p_Glo030,OidMai,c_Aga024,Clo041,Chl031,XepLeu,c_Leo28,f_Hya071,NepAur,ParXan,LepNud,Tri021,Lac058,ClaBis,Cha042,SuiVar,MetBru,Tre039,o_Leo261,MycMet,Tyl025,StaPer069,Aur066,Cla098,Pen043,Hyg118,Phi028,Chal059,ClaArc,Cla073,f_Hya038,f_Hya065,GalPal,Hya076,VarGig,o_Aur055,Xen142,o_Atr034,Hya074,AraSph,Ven037,Tal044,o_Lec062,ChlHum,Lep020,Art089,Ple064,RutHen,Ven032,Cis061,GeoSim,f_Cla108,Ren101,Cis053,p_Roz138,Tom078,SphPal,Scl072,Cap134,o_Xyl079,LacRuf,Cap057,LepOrc,Orb116,o_Aur179,Cud107,PseCur,Lac159,Ape083,RusCae,Hya049,MycGal,ApiAru,p_Asc156,PhyVac,FusSpo,Pod093,Tre149,Gor170,PodHor,c_Aga056,ChlCau,f_Cha100,f_Pez201,Sch128,Hya054,o_Sor094,Sym145,c_Leo139,Mor086,c_Leo077,Cha097,Ser178,VisCar,Ser218,f_Con084,Chl099,Ser112,f_Aur214,Per106,Cyp105,Sch127,Pez091,Ser550,f_Hya151,o_Leo087,PerDel,Sis346,UstApp,OrbMul,Sco163,Pyr172,Tyl102,Sta144,TheTer,LopPic,Oeh175,Neo167,EntTor,ChaPse,p_Roz213,TriAsp,HypElo,Cis190,DidCla,Vis162,TriKon,SolTer,f_Her263,RicFib,Hym171,Cys143,Ach173,PyrTri,o_Ple202,o_Rhi153,Mel103,AraAur,Nep199,MenCil,LinElo,Ren194,o_Tre184,Pha265,Oeh189,Oli216,Mel124,Hya140,AngFil,o_Rhi185,Rut150,Ser272,Oid090,Sub291,Ser133,PenRol,f_Hya109,NeoPas,EntMou,Hya212,Tom282,o_Ple217,Rhi183,EntSer,Hya125,DicArt,p_Ent253,Mor230,AceMac,RicMel,Pod120,OrbBem,Hya250,SaiPod,HelPlu,GanApp,Clo220,o_Orb155,o_Sor174,AltAlt,RusSar,PenOno,Hya166,c_Leo088,PhaSta,EntBic,Hya158,o_Ony160,Oeh168,Hym169,VarGig177,Mor180,TalCin,PezCil,f_Hel186,o_Hel187,RhiRos,PhiBam,Mel198,Col200,Lac203,Del204,Hya205,f_Lor206,f_Glo207,SuiBov,Amp210,Hya211,Hya219,OidTen,GalTib,StaTri224,f_Rhi226,Ext227,Dim229,Mar231,Sui232,Oid235,Sta236,DacDim,Tri240,Xen242,PyrBis,o_Sor244,EmeDon,CadLut,Pen249,CybSua,f_Rhi254,MycSan,,TolInf,Car268,StaTri269,Cor271,StaDen,Her276,Ace279,Pyr283,f_Her285,Ace287,Mel292,Hya294,Cla301,IlyEur,SymAci,Tet305,o_Bol307,PseCha,TreHyd,LinFlu,NeoKie,f_Glo316,Ino319,AthPyr,Pez326,FusAve,Pol329,ZaaVer,Cal342,Mor343,ApeStr,o_Tre351,AlaAcu,Chl365,Exo379,Oeh380,VarDel,o_Leo396,f_Her400,Myr401,o_Sor406,Tre465,f_Rhy496,Cla505,Oid555,Ser628,ClaHom,Schi266
DVR_A,16.45,0.03,1.38,0,5.51,0,0.23,0.01,0,0.86,0.12,0,0.01,0,0.01,0.59,0,2.62,0.01,0.02,0,0,1.95,0.05,8.04,0,0,0.15,0,0,0,0.31,0,16.27,1.22,0,0,0.03,0,9.42,0.02,0,0.67,0,0,0,0,0,0.04,0,0,0,0.02,0,0.83,0,0,0,0,0.54,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.59,1.85,0,0,0,0.38,0.1,0,0.01,0,5.13,0.37,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,1.42,0,0,0,0,0.29,0,0,0,0,0,0,0,0.09,0,0,0.19,0,0,0,0,0,0.01,0,0,1.45,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0.03,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,1.13,0,0,0,0,2.25,0.46,0.04,0,0.07,0,0,0.14,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
DVR_B,0.74,0,0.16,0.03,16.28,0,0.09,0.05,0.03,6.66,3.48,0,0.11,0.55,5.68,0.18,0,0.74,0.04,0.09,0,0,0.21,0.72,24.56,0,0.26,0.14,0.02,0,0.15,0.12,0,0,0.33,0,0,3.02,0,0.29,0,0,0.21,0,0,0,0,0,0.47,0,0,0,0.05,0,0.01,0,0,0,0,0.04,0,0,0.04,2.84,0,0,0.02,0,0,0,0,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0,0,0,2.27,0.14,0,0.03,0,0.04,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.11,0,0,0.04,0,0.37,0.01,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.1,0,0,0,0.02,0,0,0,0.43,0,0,0,0,0,0,0,0,1.78,0,0,0.03,0,0,0.42,0.17,0,0,0,0,0.07,0,0,0,0,0.15,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0.05,0,0.03,0.69,2.67,0,0.01,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,2.52,,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.07,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLN_A,1.83,0,0.69,2.93,0,0,0.51,0,0.04,0.19,2.93,0,0.09,25.1,0,0.91,0,3.07,0.01,0,0,0,0,0.06,0,0,0,0.13,0,0.04,0,0.04,0,0,0.45,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0.5,0,0,0,0.08,0,8.25,0,0,0,0,0,0,6.56,0,0.22,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.11,0.18,0,0,10.05,0.01,0,0,0,0,0,0,0,0,0.02,0,0.75,0,0,0,0,0,1.47,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,1.92,0,0,0,0.05,0,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0.09,0,0,0.48,0,0,0,0,0.02,1.15,0.01,0,0,0,0,0,0.04,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0.38,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0.04,0,0,0,,0,0,0,0,0,0,0.62,0,0,1.68,0.9,0.41,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
HLN_B,0,0,0.068645958,0,0,0,0.085807448,0.034322979,0,0,0.995366398,0,0.686459585,0.755105543,0,1.939248327,45.90698473,0.137291917,0.034322979,0,0,0,0,3.15771409,0,0,0,0,0,0,0,0.01716149,0,0,0.01716149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240260855,0,0,0,0,0,0.240260855,0,0,0.411875751,0,0,0,0.257422344,0,0.051484469,0,0,0,0,0,0,0,0.257422344,0,0,0,0,0,0,11.8929123,0,0,0,0.90955895,0,0,0,0,0,0.120130427,0,0,0,0.46336022,1.115496825,0,0,0,0,0,0,0.823751502,0,0,0,0,0,0.01716149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01716149,0,0.566329157,0,0,0,0,0,0,0,0.01716149,0,0,0,7.671185859,0,0,0,0,0,0,0,0.102968938,0,0,0,0.01716149,0,0,0,0,0,0,0,0,0,0.188776386,0,0,0,0,0,0,0,0,0,0,0,0.46336022,0,0,0,0,0,0,0,0,0,0,0.823751502,0,0,0,0,0,0,0,0.034322979,0.205937875,0,0,0,0,0,0.01716149,0,0,0,0,0,0,0,0.360391282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068645958,0,0,0,0,0,0,0,0.034322979,0,0.566329157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137291917,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.755105543,0,0,1.149819804,0.89239746,1.664664493,0,0,0.102968938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051484469,0,0.068645958,0,0,0,0,1.887763858,0,0
HRC_A,10.33,1,3.4,0.01,0,0,6.49,2.93,3.08,0,7.25,0,0,0.51,0,1.9,0,0.67,5.39,3.14,0,0,0,0,0,0.08,0,0,0,0.01,0.06,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.28,0,0.05,2.57,0.01,0,0,0.02,0,0,0,1.2,0,1.2,0,0,0,0,0,0,0.17,0.07,0,0,0,0,0,0.04,0,0,0.22,0,0,0,0.06,0,0.01,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1.14,0,0,0,0.44,0,2.51,0.06,0,0,0,0.08,0,0.35,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.02,3.29,0,1.21,0.07,0.11,0,0,0,0,0.15,0,0,0,0,0,0,0.21,0.27,0,0.94,0,0,0,0.01,0,2.85,2.56,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.01,0,0,0,0,0,0,0.21,0,0,0.29,0.02,0.3,0.01,0,0,0,0.24,0,0,0,0,0.16,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.12,0,0,0,0,0.07,0.78,0,0,0,0,1,0.01,0,0,0,1.47,0,0,0.01,0,0,0.48,0,0.01,0,0,0.62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0,0.02,0,0.04,0,0,0,0.01,0.11,0.15,0,0,0,0,0,0,0.03,0,0.24,0,0,0,0,0,0,0,0,0,0,0
HRC_B,0,0.15,0.15,0.02,0,0,2.3,0.47,0.94,0,0.87,0.01,0,0.06,0.01,0,0,0,1.42,0.01,0,0,0,0,0,0,0.21,0,0.05,0.01,0,0,0,0,1.11,0,0,0,0,0,0.01,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,3.95,0,0.17,4.49,0.15,0,0,0.02,0,0,0,2.55,0,0.02,0,0,8.93,0,0,0,0,0.49,0,0,0,0,0,0,0,6.13,0.07,0,0,0,0,0,0.02,0,0,0.36,0,0.01,0,0.01,0,0,0,0,0.07,0,0,4.41,0,0,0,0,0,0.26,0,0,0.03,0.78,0,0.47,0.2,0.01,0.02,0,0.14,0,0,0,0,0,0,0,0,0,0,6.09,0,7.47,0,0,0,0.02,0.13,0,0.19,0,0.13,0,0,0,0.08,0.01,0,0,0,0,0,0,2.12,3.69,0,0.34,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.09,0,0,0,0,0.04,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0.06,0,0,0,0,0.28,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,,0,0,0.03,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0.43,0,0,0,0.03,0,0,0,0.01,0.91,0.04,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
HRD_A,0.62,0.84,10.69,3.55,2.92,0,4.71,2.73,0.56,0,0,0,0.02,0,0,0.72,0,0,0.96,0.68,0,0.34,0,0,0,0.61,0,0.41,0,0,0.12,0.75,0,0,0.02,0,0,0,0,0,0,0,0,8.31,3.73,0,0,0,0,0.05,0,0,0,0,0,0,12.21,0,0,0,0,0,0.1,0,0,0.02,0,0.08,0,0.09,1.43,2.47,0,0,0,0,0,0,0,0.02,0,0,0,0,0.06,3.18,0,0,4.94,0,0,0,0,0,0,0.5,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.11,0,0.17,0.01,0.29,0,0.01,0.02,0,0,0,2.49,0,0,0,0,0.15,0,0,0,7.32,0,0,0.01,0,0,0,0,0.1,0,0,0.16,0.06,0.14,0,0.02,0,0,0.01,0.28,0.02,0,0,0,0.17,0,0,0.14,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.33,0,0,0.86,0,0,0,0,0,0,0.02,0,0,0.04,0,0.01,0,0.03,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.02,0.07,0,0,2.54,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0.03,0,0,,0.01,0,0.14,0.04,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.12,0,0,0,0,0,0,0,0.04,0.01,0.08,0,0,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
HRD_B,0,0.13,1.8,1.38,0.01,0,3.64,0.42,16.9,0,5.15,0.35,0.01,0,0,0,0,0,1.11,0.02,0.04,2.36,0,0,0,0,9,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.01,1.48,0,0,0,0,0,0.01,0,0,0.87,0,0,0,0,0,0,0,0,0.08,0,3.47,0,0,0,0,0,0,0.09,0,0,0,0,0.02,0,0,0,0.22,0,0,0,0.05,0,0.08,0.83,0.88,0,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.02,0,0,0.07,0,0.06,0.02,0,0,7.18,0.36,0.4,0.02,0.01,0,0,0,0.56,0.4,0.09,0,0,0,0,0,0,0.01,0,6.25,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.03,0,0,0,0.06,0,0.01,0,0,0,0,0,0.01,0,0,0,0.21,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08,0.13,0,0,0,0,0,0.09,0,0,0,0,0.05,0.02,0,0,0,,0,0,0.05,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0.08,0.09,0.05,0,0.01,0,0,0,0.1,0.52,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0
HVZ_A,9.320848133,0,0.010763104,0,17.19944032,0,0.591970724,0.021526208,0.05381552,0.193735873,0.010763104,0,0,1.0547842,0.021526208,0.333656226,0.936390055,1.076310408,0.010763104,0.010763104,0.05381552,17.35012378,0.322893122,0,1.151652136,0,0,0.23678829,0,0,0.301366914,0,0,0,0.312130018,0,0,0,0,2.74459154,0,0.043052416,0,0,0,0,0,0,0.032289312,0,0,0,0,0,0.182972769,0,0,1.775912173,1.183941449,0.118394145,0.032289312,0,0,0,0,0,0,0,0,0,0,0,0.785706598,0,0.032289312,0,0,0,0,0,0,0,0,0,0,0.032289312,13.04488214,0,0,0,0,0,0,0,0.182972769,0,0,0.096867937,0,0,1.549886987,0,0,0,0,0,0,0,0.624260037,0,0,0,0,0,0.602733828,0.010763104,0,2.131094608,0,0.118394145,0,0.010763104,0,0,0.172209665,0.861048326,0,0,0,0.021526208,0,0,0.742654181,0,0,0,0,0,0.129157249,0,0,0,0,0,0,0,0,0,0.075341729,0,0,2.550855667,0,0,0,0,0,0,0,0.699601765,0,0,0,0,0,0,0.05381552,0,0,0,0,0,0,0,0,0,0,0.05381552,0,0.021526208,0,0,0.742654181,0.021526208,0.258314498,0,0,0,0,0.021526208,0,0,0,0,0,0.021526208,0,0.010763104,0,0,0.05381552,0,0,0,0.032289312,0,0,0,0,0,0,0,0,0,0.096867937,0,0,0,0,0.075341729,0,0,0,0,0,0,0,0.010763104,0,0.010763104,0,0,0.043052416,0,0,0,0,0,0,0,0,0,0,0.807232806,0,0,0,0,0,0,0,0.032289312,,0,0,0,0,0,0,0.193735873,0,0,0,0,0.010763104,0,0,1.356151114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010763104,0,0,0,0,0,0,0,0,0,0.043052416,0.129157249,0,0,0,0,0,0.086104833,0
HVZ_B,2.01,0,0.02,0.02,0,0,0.9,0.09,0.42,4.45,7.18,0,7.08,0,0,0.09,0,0.79,0.2,0.02,0,0,0.15,0.64,0.02,0,0.14,0.24,0,0,0,0,0,0.42,0.96,0,0,0,0.02,0.07,0,0,0,0,0,0,0,0,0.02,0,0,19.35,4.77,0,0.01,0,0,0,0.22,0,2.6,0.06,0,0.35,0,0.01,0.03,0.38,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0.01,0,0,12.08,0,0.79,2.76,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.04,0.16,0,0.01,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.48,0,0,0.03,0,0.23,0.15,0,0.01,0,0,0,0,0,0,0,0.11,0,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,2.04,0,0,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0.34,0.03,0,0,0,0,0.26,0,0.06,0,0,0.77,0,0.17,0,0,0,0,0,0,0,0,0,0,0.01,0.24,0,0,0,0.03,0,0,0,0,0,0,0.16,0,0.29,0,0.04,0,0.08,0.2,0,0.06,0,0.01,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.29,0,0,0.02,0,0,0,0,3.47,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
KCD_A,1.983002833,0.519357885,1.605288008,0,0,0.566572238,0.141643059,0.094428706,0.094428706,2.124645892,0,0,0,0,8.734655335,0,0,1.180358829,0.047214353,0,16.19452314,1.322001889,6.42115203,0.094428706,0,0,0,0,0,0,0.141643059,0.566572238,0,0,2.644003777,0,0,0,0,0.094428706,20.67988669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188857413,0,0,0,0,0,0.472143532,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0,0,0.094428706,0,0,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094428706,0,0.047214353,0,0,0,0,0,0.047214353,0,0,0,7.695939566,0,0,0,0,0,0,0.236071766,0,0,0,0,0,2.974504249,0,0,0,0,0,0,0,0,0.141643059,0,0.094428706,0,0,0,0.141643059,0,0,0,0.283286119,0,0.094428706,0,0,0,3.068932956,0,0,0,0,0,0,0,0,0,0.094428706,0,0,0,0.141643059,0,0,0,0,0,0,0,0,0,0,0,0.991501416,0,0,0,0.047214353,0,0,0,0,0,0,0,0.141643059,0,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094428706,0,0,0,0,0.236071766,0,0,0,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0.094428706,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047214353,0,0,0,0,0,0,0,0,0,0,0,0,0.047214353,1.322001889,0,0,0,0,0,0,0,0,0,0,0,0
KCD_B,0,0,0.49,0,0,0,0.57,0.43,3.31,0.13,0,0.01,0.38,0,5.96,0.06,0.01,0,0.28,0,0,0,0,0,0,0,0,0.02,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.03,0.73,0,0,0,0.07,0,0,0,0,1.04,0,0,0,0,12.38,0,0,0,0,0.04,0,0,1.66,3.91,0,0,0.03,0,0,0,0,0,0,0,0.05,0,0.02,0,0,0,0.11,0,0,2.35,0.08,0,0,0,0.02,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.02,0,0,0,0.04,0.03,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,6.48,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0.12,0,0,0,0,0.32,0,0,0,0,0,0.27,0,0,0,0,0,0.19,0,0.17,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0.11,0,0,0.01,0,0,0,0,0,0,0,0.23,0.06,0,0,0,0.06,0.05,0,0,0,0.01,0,0,0,0.39,0,0.01,0,,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.52,0,0.02,0,0,0,0,0,0,0,0,0,2.71,1.35,0,0,0,0,1.74,0,0,0.06,0,0,0,0,0.08,0.5,3.02,0,0.48,0,0,0,0
KKL_A,0,0,0.06,0.63,0,0,0.03,0,0.06,0,0.06,0,1.8,14.44,0,0.04,0.14,1.35,0.02,0,0,0,0,0.55,0,0,0,0.01,0,0,0,0.21,0,0,0.23,0,0,16.28,0,0.01,0,0,8.24,0,0,0,0,0,0.03,0,0,0,0.98,0,0.48,0,0,0.11,0.01,0,0,1.79,0.01,4.33,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,12.45,0,0,0,0,0,0,0,0,0,0.01,0.49,0,0,1.3,0.03,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.21,0,0,0,0,0,0,0.02,0,0,1.94,0,0,0,0,0,0,0,1.73,0,0,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.3,3.11,0,0,0,0,0.05,1.42,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.41,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0.42,0,0,0,0,0,0,0,0,,0,0,0.01,0,0,0,0,0,0,0,0.21,0.79,0,0,0.44,0,0,0,0,0,0,0,0.01,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.14,0,0,0,0,0
KKL_B,0,0.02,0.79,0.05,0,0,2.15,0.07,3.13,0,0.11,1.3,2.19,0.01,0,0,0,0,5.98,0.23,0,0,0,0.62,0,0,0.58,0,0,0,4.6,0,0,0,0.31,11.11,0,1.6,0,0,0,0.02,0.92,0.03,0,0,0.02,0,0,0,0,0,1.3,0,0,0,0,0,0.14,0,0.11,0,0.15,0.13,0,3.3,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,1.19,0,0,0.69,0.22,0,0,0.01,0,0,0,0,0.05,0,0.14,0,0.51,0,0.09,0,0.47,0.16,0,0.42,0,0.01,0,0,0.13,0,0,0,0,0,0.4,0,0,2.22,0.39,0,0.14,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.29,0,0,0.17,0.05,0.98,0.69,0,0.02,0,0.58,0.22,0,0,0.35,0,0,0.22,0.02,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0.44,0,0,0.21,0,0.03,0,0,0,0,1.54,0,0,0,0,0.03,0,0,3.8,0,0,0.55,0,0.02,0,0,0,0.01,4.54,0.25,0,0,0,0,0,0.01,0,0,0,0.28,0,0.04,0,0.08,0,0,0,0.07,0,0,1.92,0,0,0.02,0,0,0.05,0,0,0,1.49,0.05,0,0,0,0.12,0,0,0.07,0,0,0,0,0.08,0,0.2,0,0,,0,0,0,0.27,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0.02,0.02,0,0,0,0.01,0,0.02,0.01,0.06,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0.14
KLS_A,0.14,8.49,5.12,0.27,0.31,17.05,4.05,4.5,1.73,0.01,0,0.04,0.24,0,0,0.23,0,0,1.07,3.38,0,0.02,0.05,0,0,0,0.06,0.65,0,0,0.06,1.08,0,0,0.24,0,0,0,0.01,0,0,0,0,0,0.21,0,0,0,0,0.17,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0.11,0.01,0.02,0.03,0.07,0,0,0,0.16,7.78,12.8,0,0.33,0,0,0,0,0,0.14,0,0,0.12,0,0.2,0,0,0,0,0.08,0.09,0.08,0,0,0,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0.18,0,0.03,0.01,0.1,0,0.05,0,0.02,0,0,0.13,0,0.51,0,0,0.02,0,0.08,0,0,0,0,0,0,0,0,4.38,0.02,0,0,0.46,0.04,0.01,0,0.01,0,0,0.05,0,0,0,0.35,0,0.21,0.09,0,0,0,0,0,0.01,0.36,0,0,0,0,0.02,0,0,0,0,0.17,0,0.03,0,0,0.18,0,0,0,0,1.64,0.01,0,0,0,0,0.07,0.19,0,0,0.07,0.05,0,0,0.02,0,0.17,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.07,0.03,0,0,0.06,0.02,0,0,0,0,0,0.02,0.06,0,0,0,,0,0.88,0.23,0.03,0,0.01,0,0,0,0,0,0,0.54,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.05,0,0.02,0,0,0.22,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
