Locality,TalSto,PilCon,Sta007,TalVer,HygCoc,HygCon,CalCla,DidPro,PyrLep,StaPer007,ChlSet,Chlo018,PenMon,Ven010,Cla016,Phi015,Gor052,Mel017,ParMic,StaPse,Hya063,Pod047,p_Glo030,OidMai,c_Aga024,Clo041,Chl031,XepLeu,c_Leo28,f_Hya071,NepAur,ParXan,LepNud,Tri021,Lac058,ClaBis,Cha042,SuiVar,MetBru,Tre039,o_Leo261,MycMet,Tyl025,StaPer069,Aur066,Cla098,Pen043,Hyg118,Phi028,Chal059,ClaArc,Cla073,f_Hya038,f_Hya065,GalPal,Hya076,VarGig,o_Aur055,Xen142,o_Atr034,Hya074,AraSph,Ven037,Tal044,o_Lec062,ChlHum,Lep020,Art089,Ple064,RutHen,Ven032,Cis061,GeoSim,f_Cla108,Ren101,Cis053,p_Roz138,Tom078,SphPal,Scl072,Cap134,o_Xyl079,LacRuf,Cap057,LepOrc,Orb116,o_Aur179,Cud107,PseCur,Lac159,Ape083,RusCae,Hya049,MycGal,ApiAru,p_Asc156,PhyVac,FusSpo,Pod093,Tre149,Gor170,PodHor,c_Aga056,ChlCau,f_Cha100,f_Pez201,Sch128,Hya054,o_Sor094,Sym145,c_Leo139,Mor086,c_Leo077,Cha097,Ser178,VisCar,Ser218,f_Con084,Chl099,Ser112,f_Aur214,Per106,Cyp105,Sch127,Pez091,Ser550,f_Hya151,o_Leo087,PerDel,Sis346,UstApp,OrbMul,Sco163,Pyr172,Tyl102,Sta144,TheTer,LopPic,Oeh175,Neo167,EntTor,ChaPse,p_Roz213,TriAsp,HypElo,Cis190,DidCla,Vis162,TriKon,SolTer,f_Her263,RicFib,Hym171,Cys143,Ach173,PyrTri,o_Ple202,o_Rhi153,Mel103,AraAur,Nep199,MenCil,LinElo,Ren194,o_Tre184,Pha265,Oeh189,Oli216,Mel124,Hya140,AngFil,o_Rhi185,Rut150,Ser272,Oid090,Sub291,Ser133,PenRol,f_Hya109,NeoPas,EntMou,Hya212,Tom282,o_Ple217,Rhi183,EntSer,Hya125,DicArt,p_Ent253,Mor230,AceMac,RicMel,Pod120,OrbBem,Hya250,SaiPod,HelPlu,GanApp,Clo220,o_Orb155,o_Sor174,AltAlt,RusSar,PenOno,Hya166,c_Leo088,PhaSta,EntBic,Hya158,o_Ony160,Oeh168,Hym169,VarGig177,Mor180,TalCin,PezCil,f_Hel186,o_Hel187,RhiRos,PhiBam,Mel198,Col200,Lac203,Del204,Hya205,f_Lor206,f_Glo207,SuiBov,Amp210,Hya211,Hya219,OidTen,GalTib,StaTri224,f_Rhi226,Ext227,Dim229,Mar231,Sui232,Oid235,Sta236,DacDim,Tri240,Xen242,PyrBis,o_Sor244,EmeDon,CadLut,Pen249,CybSua,f_Rhi254,MycSan,,TolInf,Car268,StaTri269,Cor271,StaDen,Her276,Ace279,Pyr283,f_Her285,Ace287,Mel292,Hya294,Cla301,IlyEur,SymAci,Tet305,o_Bol307,PseCha,TreHyd,LinFlu,NeoKie,f_Glo316,Ino319,AthPyr,Pez326,FusAve,Pol329,ZaaVer,Cal342,Mor343,ApeStr,o_Tre351,AlaAcu,Chl365,Exo379,Oeh380,VarDel,o_Leo396,f_Her400,Myr401,o_Sor406,Tre465,f_Rhy496,Cla505,Oid555,Ser628,ClaHom,Schi266
KLS_B,0,1.32,3.63,0.01,0.67,32.87,2.6,0.66,2.1,0,0,1.99,0.15,0.09,0.04,0.08,0,0,0.8,0.43,0,0,0,0,0.06,1.22,0,0.09,0,0,0.04,0.38,0,0,0.07,0.03,0.03,0,0,0,0,5.36,0,0,0.67,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0.1,0,0,0.18,0.1,0,0,0,0.09,0.35,0,0,0.65,0,0.16,0,0,0.3,0.09,0,0,0.19,0,0,0,0,0.01,0,0.24,0,0.98,0,0.77,0,0.15,0.01,0.17,0,0,0.1,0,0,0,0,0.02,0,0,0,0.06,0,0,0,0.51,0,0.06,0,0.61,0,0,0.06,0,0.54,0,0,0,0,0,0,0.21,0,0,0,0.02,0,0.04,0.17,0.03,0,0,0.02,0,0.03,0.84,0,0,0,0.39,0.48,0.17,0,0.36,0,0,0.65,0,0.63,0,0,0,0.01,0.4,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.43,0.24,0,0,0,0.02,0,0.11,0,0.04,0.85,0,0,0.15,0,1.26,0,0,0,0,0,0.02,0,0.03,0,0.79,0,0.11,0,0,0,0.02,0,0.06,0,0,0.11,0,0,0.01,0,0,0.1,0,0,0.04,0,0,0.02,0.01,0,0,0,0.02,0.04,0,0,0,0,0.09,0.18,2.2,0,0.01,,0.1,0,0.12,0.47,0,0.07,0,0,0,0,0,0.01,0.42,0.04,0,0,0.27,0.07,0.01,0.25,0,0.09,0,0,0,0,0.06,0.05,1,0.22,0,0,0.09,0,0.01,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0
LCL_A,0.141057935,0.74559194,0.826196474,0.43324937,0,0,0.624685139,1.078085642,0.040302267,0.251889169,0,8.191435768,0,0.010075567,0,0.725440806,0,0,0.624685139,1.14861461,0,8.654911839,0,0,0.040302267,0,0.967254408,0.120906801,0,0,0.413098237,0.110831234,0,0,0.211586902,0,0.392947103,0,20.97732997,0.020151134,0,0,0,0,0,0,0,0,0,0.010075567,0,0,0,0,0,0,0,0,0,0,2.488664987,0,0,0,0,0.282115869,0,0.060453401,0.010075567,0,0,1.309823678,0,0,0,0.060453401,0.675062972,0,0,0.090680101,0,0,0,0,0.282115869,2.44836272,0,0,0,0,0,0,0,0,0,0.050377834,0,0.050377834,1.319899244,0,0,0,0,0,0,0,0,0,0,0.050377834,0,0,0,0,0,0,2.005037783,1.219143577,0,0.040302267,0,0.0302267,0.080604534,0,0,0,0.705289673,0,0.100755668,0.100755668,0,0,0,0.130982368,0,0,0,0,0,0,0,0.685138539,0.544080605,0.070528967,0,0,0.110831234,0,0,0.060453401,1.168765743,0,0,0.080604534,0,0.010075567,0,0.020151134,0,0.322418136,0,0,0.0302267,0,1.158690176,0,0,0.100755668,0.272040302,0,0,0,0,0,0,0.453400504,0.010075567,0,0,0,0,0,0,0,0,5.098236776,0,0,0.110831234,0,0,0.181360202,0,0.060453401,1.269521411,0.070528967,0,0,0.614609572,0.0302267,0,0.070528967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282115869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070528967,0,0.120906801,0.010075567,0.020151134,0.40302267,0,0.110831234,0,0,0.231738035,0,0.020151134,0,0,,0,0.634760705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060453401,0,0,0,0,0,0,0,0,0,0.020151134,0.090680101,0.0302267,0,0,0.010075567,0,0.493702771,0,0.523929471,0,0,0,0,0.624685139,0,0,0,0,0,0,0,0.231738035
LCL_B,0.385706183,3.788996029,25.44526375,0.158820193,0.567214974,0,1.168462847,0.260918888,2.121384005,0,0,0.294951787,0,0.068065797,0.034032898,0.090754396,0,0,0.328984685,2.2121384,0,0,0,0,0,6.239364719,2.518434487,0.022688599,0,0,1.542824731,0,0,0,0.136131594,0,2.790697674,0,0,0,0,0,0,14.07827567,0.782756665,0,0,0,0,0.272263188,0,0,0,0,0,0,0.011344299,0,0,0,0,0,0,0,0,0.068065797,0,0.079410096,0,0,0.022688599,1.747022121,0,0,0,0.317640386,0.22688599,0,0,0.930232558,0,0.022688599,0,0,0.079410096,0.22688599,0,0,0,0,0,0,0,0,0,2.711287578,0,0.328984685,0,0.011344299,0,0.011344299,0,0,0,0,0.034032898,0,0,0.022688599,0,0,0,0,0,0.113442995,0,0.011344299,0,0.090754396,0,0.011344299,0,0.419739081,0,0,0.090754396,0,0.113442995,0,0,0,0,0,0,0,0,0,0,0,0,0.011344299,0.090754396,0.056721497,0,0,0.113442995,0.068065797,0,0,0,0,0,0.011344299,0.158820193,0,0,0.068065797,0,0.034032898,0,0,0.022688599,0,0,0,0,0.022688599,0,0.340328985,0,0,0,0,0,0,0,0,0,0,0,0,0.022688599,0,0,0,0,0,0,0.022688599,0,0,0,0,0.102098695,0.056721497,0,0,0,0,0,0.045377198,0,0,0,0,0,0,0.034032898,0,0,0,0,0.034032898,0.056721497,0,0,0,0,0.011344299,0,0,0,0,0,0,0,0,0,0,1.905842314,0,0,0,0.045377198,0,0,0,0,0,0.056721497,0.022688599,0.011344299,0,0,0,0,0.124787294,0,0.022688599,0,0,,0,0,0,0.124787294,0,0,0,0.124787294,0,0,0,0,0.170164492,0,0,0,0.374361883,0,0,0.034032898,0,0.045377198,0,0,0,0.022688599,0,0.646625071,0,0,0.056721497,0,0.22688599,0,0.374361883,0,2.098695406,0,0,0,0,0,0,0,0,0,0,0.192853091
LVJ_A,31.98,0.16,0.26,0.12,0,5.61,0.62,0.83,0.01,0,0,0,0.01,0,0,0.34,0.31,0.76,0.38,0.13,0,0.05,0.09,0,0,0,0,1.56,0,0,1.41,0.97,0,0,0.66,0,0,0,0.01,0,0,0,0,0,0.02,13.48,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0.01,0.04,0,0.03,0.28,0.06,3.75,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0.03,0.05,0.05,0,0.01,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.05,0,0,0,2.29,0,0,0.7,0.01,0,0.01,0,0.06,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,1.44,2.44,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0.02,0,0.24,0.17,0,0,0.1,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.37,0,0,0,0,0.02,0,0,,0,0.35,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.07,0,0,0,0,0,0,0,1.74,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVJ_B,0,0.567612688,0.81803005,0.100166945,0,0,5.008347245,9.18196995,5.50918197,0,0,0,0,0,0,0,0,0,7.278797997,1.986644407,0,0,0,0,0,1.035058431,0.033388982,0.050083472,0,0,0.317195326,0,0,0,0,0,0.834724541,0,0,0,0,0,0,0,0,0,0,0,0,0.183639399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383973289,0.834724541,0,0.267111853,0,0,0,0.601001669,0,0,0,0.801335559,0,0,0,0,0.851419032,0,0,0,0,0,0,0,0,0,0.016694491,0,0,0.100166945,0,3.839732888,0,0.050083472,0,0,0,0,0.066777963,0,0,0,0,0,0,0,0,0.300500835,0,0,0,0,0,0.20033389,0.100166945,0.267111853,0,0,0,0,0,8.297161937,0,0.183639399,0,2.721202003,0,0,0,0,0,0,0,0,0,0.150250417,0,0.050083472,0.050083472,0.467445743,0,0.066777963,5.041736227,0,0,0.083472454,0.133555927,0.016694491,1.285475793,0.116861436,0,0,1.969949917,0,0.033388982,0,0,0,0,0.016694491,0,0,0,0,0,0,0,0.40066778,0,0,0.016694491,0.033388982,0,0,0,0,0,0.066777963,0,0,0.333889816,0,0,0,0,0,0.133555927,0.20033389,0,0.033388982,0,0.066777963,0,0.100166945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151919866,0,0,0,0,0,0.133555927,0.016694491,0,0,0,0,0,0,0,0,0,0,0,0,0.066777963,0.033388982,0.016694491,0,0,0.116861436,0.20033389,0,0,0,0,0,0.61769616,0.050083472,0,0,0,,0.050083472,0,0,0,0,0,0,0,0,0,0,0,0,0.033388982,0,0.317195326,0.20033389,1.919866444,1.252086811,0.350584307,0,0,0,0,0,0.050083472,0,0.100166945,0,0,0,0,0.20033389,0,0,0,0.016694491,0,0,0.20033389,0,0,0,0,0,0,0,0
NSV_A,0.11,0.69,6.32,0.39,0,0.07,9.55,14.87,2.66,0,1.09,0,0.07,0,0,0.17,0,0,1.28,5.95,0,0,0,0,0,0.13,0,1.77,0,0,0.31,3.18,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0.08,0,0,0.06,0,0,0,0.23,0,0,0,0,0,0.01,0,0,0,0,0,0,1.63,0,0.13,0,0,0,0.55,0,0,0,0.04,0,0,0,0,0.01,0.4,0,0,0,0,1.25,0,0,0,0,0.02,0,0.71,0.01,0.89,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.64,0,0,0,0.11,0,0.66,0,0,0,0,2.53,0,0.07,0,0,1.24,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1.71,0.24,2.41,0,0,0.01,0,0,0,0.13,0,0.03,0,0,0,0.01,0,0.01,0,0.18,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0.06,0,0,0.28,0,0,0,0.07,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.56,0,0,0,0.15,0.03,0,0,0,0,0.72,0.09,0,0.03,0,0,,0.05,0.07,0.21,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0,0.22,0,0.08,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSV_B,0,31.28695839,2.161057951,0.268788302,0,4.053327599,2.300827868,0.623588861,4.343618966,0,0,0.021503064,0,0,0,0,0,0,0.20427911,1.193420062,0,0,0,0.05375766,0,0,0,0.301042899,0,0,0.010751532,0,0,0,0,0,0,0.010751532,0,0,0,0,0,0,0,0,0,20.5354263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075260725,0,0,0,0.010751532,0,0,0,0,0.333297495,0,0,0,0,0,0,0,0,0,0,0,0,0.827867971,0,0,0,0,0,0,0,10.03117944,0,0,0,0,0,0,0,0,0,0.150521449,0.05375766,0,0,0,0.150521449,0.021503064,0.032254596,0.032254596,0,0,0,0,0,0,0,0.064509193,0,0.086012257,0,0,0,0,0,0,0,0,0,0,0,0,0.075260725,0,0.118266853,0.086012257,0,0,0,0,0.021503064,0,0.150521449,0.032254596,0,0,0.010751532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494570476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107515321,0,0,0,0.161272981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139769917,0,0,0,0,0,0,0,0,0,0,0,0,0.05375766,0.043006128,0,0,0,0.225782174,0.05375766,0,0,0,0,0,0.150521449,0,0,0,0,,0.903128696,0,0.010751532,0,0,0.709601118,0,0,0,0,0,0,0,0.086012257,0,0.064509193,0,0.010751532,0,0.010751532,0,0,0,0,0,0.032254596,0,0.021503064,0,0,0.032254596,0,0.279539834,0,0.021503064,0,0,0,0.655843458,0.129018385,0,0,0,0,0,0,0,0
NVS_A,0,0.25,11.95,0.02,0,0,1.49,0.61,0.65,6.59,0,0.14,0.08,0,0,0.46,0,0,0.86,0.05,0,0.03,0.9,0,0,0,5.75,0.14,0,0,0.82,0.5,0,0,0.06,0,0,0,1.7,0,0,0,0,0,0.42,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.05,0.02,0,0.01,0,0,0,5.28,0,0,0,1.96,0,0,0,0,1.55,0.04,0,0,0,0,0,0,0,0,0,0.11,0,0.19,0,0.09,0,0.44,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.05,0,0,0,0.45,0,0.24,0.04,0.1,0,0,0,0,0.21,0,0,0.05,0,0.53,0,0,0,0.02,0.28,0,0.01,0.53,0,0.02,0,0,0.08,0.32,0,0,0.07,0,0,0.23,0.3,0,0,0.8,0,0,0,0,1.31,0,0,0,0.1,0.15,0,0,0,0,0,0,0,0.02,0.11,0.01,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0.06,0,0,0,0.05,0,0.37,0,0,0,4.54,0,0,0,0,0,0.23,0,0,2.67,0,0,0.17,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0.65,0.16,0,0,0.01,0,0,0,0.82,0,0,0.03,0,0,0.96,0,,0,0.71,0.5,0,0,0,0,0,0,0,0,0,0,0.58,0,0.01,0,0,0,0.02,0.06,0,0,0.03,0,0,0,0,0,0.4,0.2,0,0.14,0.77,0.06,0.06,0.01,0,0,0.01,0,0,0,0,0,0,0,0
NVS_B,0,5.27,0.36,0.24,0,0,0.6,0.24,1.14,6.33,0,19.64,0.5,0,0.04,0.28,0,0,0.56,0.28,0,1.23,0.05,0,0,0,0.81,0.07,0,0,0.77,0.04,0,0,0,0,0.11,0,0.09,0,0,0,0,0,0,0,0,0,0,0,18.73,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,1.01,0,0.01,0,0,0,0.04,0,0,0,0.15,0,0,0,0.53,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,1.05,0,0,0.2,5.04,0,0,0.1,0,0.04,0,0,0.02,0,0,0,0,0.11,0,0,0,0.01,0,0,0,0.01,0,0.01,0.42,0.44,0,0,0,0,0.06,0,0,0,0,0.16,0,0,0,0.22,0,0,7.18,1.3,0,0.09,0,0,0.05,0.05,0.24,0.05,0.14,0.04,0,0.13,0.01,0.05,0,0.12,0,0,0.05,0.17,0.12,0.15,0,0,0,0,0,0,0,0,0.04,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.33,0.12,0.05,0.05,0,0,0,0.34,0,0.03,0,0.06,0,0,0,0.02,0,0.1,0,0.21,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.04,0.04,0,0,0,0.11,0,0,0,0.06,0,0,0.02,0,0,0.03,0,,0,0,0.02,0,0,0,0,0.16,0,0,0,0,0,0.01,0,0,0.45,0.03,0,0.01,0.02,0,0,0,0,0,0.08,0.02,0,0,0.01,0.14,0,0,0.15,0,0,0,0,0.25,0,0,0,0,0,0,0,0
OKL_A,36.72360248,0.562888199,2.01863354,0.097049689,0,2.600931677,1.339285714,2.193322981,4.309006211,0.019409938,0,0,0,0,0,0.019409938,0,0,0.621118012,1.64984472,0,0,0,0,0,0.097049689,0.058229814,3.649068323,0,0,1.397515528,5.473602484,0,0,0.232919255,0,0,0,0,0,0,0,0,0,0.174689441,8.016304348,0,0,0,0.252329193,0.116459627,0,0.038819876,0,0,0,0,0,0,0,0,0,0,0,0,0.019409938,0,0,0.116459627,0,0,0,0,0,0,0.582298137,0,0,0,0.349378882,0,0,0,0,0.116459627,0.058229814,0,0,0,0,0,0,0,0,0.019409938,0,0,0.077639752,0,0,0,0.019409938,0,0,0.155279503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038819876,0.621118012,0.194099379,0,0,0,0,0.019409938,0,0.232919255,0,0,0.058229814,0,1.067546584,0,0,0,0.019409938,0,0,0,0,0,0.27173913,0,0.931677019,0.213509317,0.077639752,0,0,0.038819876,0,0,0,0.038819876,0.097049689,0,0.116459627,0,0.077639752,0,0,0,0,0.174689441,0,0,0,0,0,0,0,0,0,0,0,0,0.058229814,0,0.097049689,1.222826087,0,0,0,0,0.058229814,0,0,0,0,0,0,0,0,0,0,0,0.349378882,0,0,0,0.174689441,0,0.116459627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019409938,0.038819876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058229814,0,0,0,0.038819876,0.077639752,0,0,0.892857143,0,0.213509317,0,0,0.36878882,0,0,,0,0.038819876,0.019409938,0.019409938,0,0,0,0.019409938,0,0,0,0,0,0,0,0.058229814,0,0.252329193,0.058229814,0.019409938,0,0.019409938,0,0,0,0,0,0.038819876,0.097049689,0.174689441,0.174689441,0,0.038819876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKL_B,0.08,28.85,4.49,0.07,0,5.22,2.89,0.67,10.97,0.03,0,0,0.08,0,0,0,0,0,1.11,1.68,0,0,0,0,0,0.1,0,2,0,0,3.79,1.57,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.15,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.46,0,0,0,0,0,0,0.45,0,0,0,1.94,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0.25,0.02,0,0,0.11,0,0.03,0.2,0,0.44,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.04,0.56,0,0.06,0,0,0,0,0.01,0,0,0,0,1.7,0,0,0,0,0,0,0.08,0.15,0,0.08,0,0.03,0.05,0.15,0.02,0,0.4,0,0,0.16,0.01,1.44,0.03,0.04,0,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0,0.87,0,0,0,0,0,0.01,0,0.18,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0.18,0,0.02,0,0,0,0,0,0,0,0.03,0.09,0,0,0,0,0,0,0,0.01,0,0,0.6,0,0.11,0.09,0.06,0,0,0.29,0.07,0,0,0.5,0,0.48,0.02,0.05,0.03,0,0,,0.03,0.19,0.39,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0.41,0,0.01,0.07,0.03,0,0,0,0,0,0.04,0,0.11,0.43,0,0.35,0,0,0,0.04,0,0,0,0,0.12,0,0,0,0,0,0,0,0
PKV_A,11.22,0,0.07,0.01,10.34,0,0.54,0.21,0,0.02,18.34,0,0,0,0.2,1.62,0,11.5,0.38,0,0,0.01,1.28,0,0,0,0,0.02,0.03,0,0.14,0.1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,0,0.31,0,0,0,0,0,2.29,0,0,0.02,0,0,0,0,0.27,0,0.22,0.05,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,1.42,0,0,0,0,0.02,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0,7.66,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0,0.81,0,0.04,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0,0,0.82,0,0,0,0,3.1,0,0,0,0.05,0.01,0,0.02,0,0.07,0,0,0,0,0,0,0.14,0,0,0.01,0,0,2.59,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
PKV_B,0.47,0.04,0.01,0.02,10.92,0.01,0.03,0.05,0,3.28,0.41,0,0,0,12.37,0.98,0,4.2,0.01,0.01,0,0,2.63,4.43,0,0,0,0.04,29.48,0,0.54,0.07,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0.02,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0.18,11.27,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,1.45,0.33,0,0,0,0,0.59,0,0,0,0.01,0.24,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.25,0,0,0.33,0,0.03,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0.12,0,0,0,0,0,0,0,0,0.38,0.01,0,0.02,0,3.13,0,0,0.14,0,0.38,0,0,0,0.01,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.22,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
PRZ_A,6.27,0.78,0.61,4.3,0.56,0,0.47,0.5,0.52,0,0,0,0.42,0,0,1.49,0.01,0,0.59,5.24,0,3.5,0,0,0,1.12,0,1.01,0,0,0.39,0,0,0,0,0,0.07,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0.02,0,0,0,2.24,0,0,0,1.8,0,0.37,0,0,0,0.01,5.38,0,7.82,0,0.38,0,0,0,0,0,0,0,0.01,0,0,0,0,0.55,0.18,0,0,0.09,0,0,0,0,0,0.11,6.56,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.48,0,0,1.36,0,0.18,0.09,0.01,0,0,0.61,0,0.6,0,0,0.52,0,0,0,0,0,0.05,0,0,0,0,0,0.76,0,0,0.5,0.07,0,0.01,0,0,0,0.09,0,0,0,0.11,0,0.04,0,0,0,0,0,0,0,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,2.89,0,0,0.01,0,1.71,0,0.01,0,1.26,0,0,0.82,0.12,0,0,0.25,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.18,0,0,0,0.04,0,0.01,0,0,0,0,0.12,0,0,0,0.12,0,0,0.01,0.02,0.06,0.08,0,0,0.01,0.17,0,0,0,0,0,0,0.07,0,0.01,0,0,,0,0,0,0,0,0,0.05,0,0,0,0,0,2.02,0.05,0,0.04,0,0.04,1.11,0,0,0.16,0,0,0,0,0.03,0.21,0,0,0.63,0,0.19,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
