Species,PCo1,PCo2,Specializatio_by_words,Specialization_Level
StaSmi,0.2523043538449685,-0.04573550379613324,Wetland_specialist,Wetland_specialist
StaThe,0.2710436477276526,0.06608487798039042,Wetland_specialist,Wetland_specialist
TabFlo,0.059970682119802284,-0.005605941314763074,Wetland_specialist,Wetland_specialist
TabVen,0.009329945425446778,-0.256197702577364,Wetland_specialist,Wetland_specialist
TryHun,0.22180084111975995,-0.053418234862767124,Wetland_specialist,Wetland_specialist
AulAmb,0.13953900726889604,0.053596998146982676,Wetland_tolerant,Wetland_tolerant
AulIta,0.026695507131301414,0.1210422182009296,Wetland_tolerant,Wetland_tolerant
CalBac,0.19151690537029295,0.015845474941095835,Wetland_tolerant,Wetland_tolerant
CymAsp,0.2577804443639712,-0.035844480570193286,Wetland_tolerant,Wetland_tolerant
DenKue,0.23834910521347352,-0.044735600494807556,Wetland_tolerant,Wetland_tolerant
DiaEhr,-0.09463212088783503,-0.2960505198573258,Wetland_tolerant,Wetland_tolerant
EnnMin,0.26845554735193,-0.1379431362460125,Wetland_tolerant,Wetland_tolerant
EncPrp,0.22984244395941086,-0.03612805776436982,Wetland_tolerant,Wetland_tolerant
EncSil,0.2024109523912069,0.031239541480992405,Wetland_tolerant,Wetland_tolerant
EncVen,0.15420182847427266,-0.08338001382341947,Wetland_tolerant,Wetland_tolerant
EncLan,0.2017765585067269,0.02748754525614173,Wetland_tolerant,Wetland_tolerant
FruVul,0.1941691465683856,0.08207410162451603,Wetland_tolerant,Wetland_tolerant
GomAci,0.22140065257746305,0.12947727515140878,Wetland_tolerant,Wetland_tolerant
GomAcu,0.2596453313389108,-0.06724237685697047,Wetland_tolerant,Wetland_tolerant
GomAng,0.06245227549797776,-0.08291555816790887,Wetland_tolerant,Wetland_tolerant
GomBoz,0.3090312702688713,-0.061020079979571304,Wetland_tolerant,Wetland_tolerant
GomCla,0.17078988690248206,-0.0730146770753753,Wetland_tolerant,Wetland_tolerant
GomExi,0.243433425435615,-0.019756046636819135,Wetland_tolerant,Wetland_tolerant
GomHeb,0.1633376941383748,-0.004628899563689462,Wetland_tolerant,Wetland_tolerant
GomMic,0.1481868920290718,-0.060902924070461294,Wetland_tolerant,Wetland_tolerant
GomMin,0.23533076577429002,8.185618519959553e-4,Wetland_tolerant,Wetland_tolerant
GomPar,0.2514189265571555,-0.05127899637368675,Wetland_tolerant,Wetland_tolerant
GomPse,0.20921649875035855,0.02634398726367305,Wetland_tolerant,Wetland_tolerant
GomSub,0.25512082078676396,-0.04040975199390486,Wetland_tolerant,Wetland_tolerant
GomVar,0.24172565610750119,-0.07659372261902736,Wetland_tolerant,Wetland_tolerant
MerCir,0.28887186771075274,-0.02696937976885333,Wetland_tolerant,Wetland_tolerant
MerCon,0.2572124486236919,-0.07103305114012716,Wetland_tolerant,Wetland_tolerant
NanCat,0.3022377835897854,-0.1122559295812963,Wetland_tolerant,Wetland_tolerant
NavAng,0.11569428950258995,-0.07916012142291891,Wetland_tolerant,Wetland_tolerant
NavExi,0.3090312702688713,-0.061020079979571304,Wetland_tolerant,Wetland_tolerant
NavNot,0.2462154110268372,-0.06516892640585031,Wetland_tolerant,Wetland_tolerant
NitAmp,0.1948881160175503,-0.04548996279735301,Wetland_tolerant,Wetland_tolerant
NitCla,0.1645469270107605,0.0769859847684032,Wetland_tolerant,Wetland_tolerant
NitFon,0.2248657737194831,-0.006439039287900626,Wetland_tolerant,Wetland_tolerant
NitLin,0.24862837949824218,-0.06493353459739648,Wetland_tolerant,Wetland_tolerant
NitMic,0.05831002533648044,-0.03834133298736296,Wetland_tolerant,Wetland_tolerant
NitPla,0.1535878543393217,0.05142453756708798,Wetland_tolerant,Wetland_tolerant
NitPlc,0.2523043538449685,-0.04573550379613324,Wetland_tolerant,Wetland_tolerant
NitRec,0.2092946964250519,-0.07972490036232562,Wetland_tolerant,Wetland_tolerant
PinObs,0.19758401066656797,0.04886485704661103,Wetland_tolerant,Wetland_tolerant
PlaAbi,0.23489627840428046,-0.008139502258040643,Wetland_tolerant,Wetland_tolerant
PlaElg,0.1644924838040377,0.09273805684513105,Wetland_tolerant,Wetland_tolerant
PlaCun,0.21010019339398986,-0.05714401768698758,Wetland_tolerant,Wetland_tolerant
RhoRup,0.2235349316449883,-0.030878369566288782,Wetland_tolerant,Wetland_tolerant
RosPet,0.19390076298699185,-0.07708856062882234,Wetland_tolerant,Wetland_tolerant
SelAto,0.1455847725093489,0.008205056683260058,Wetland_tolerant,Wetland_tolerant
SelBac,0.1623274058316562,-0.05150078933370384,Wetland_tolerant,Wetland_tolerant
SelNig,0.1961236264735091,0.021100049812197805,Wetland_tolerant,Wetland_tolerant
SelPse,0.28887186771075274,-0.02696937976885333,Wetland_tolerant,Wetland_tolerant
SelPup,0.06962943928612507,-0.015978872453668073,Wetland_tolerant,Wetland_tolerant
SelRec,0.22262471766360573,0.055271957659930517,Wetland_tolerant,Wetland_tolerant
SelSau,0.18413763322391727,-0.011816314937388913,Wetland_tolerant,Wetland_tolerant
SelVen,6.164700534687862e-4,0.01976727938149936,Wetland_tolerant,Wetland_tolerant
SelVit,0.2523043538449685,-0.04573550379613324,Wetland_tolerant,Wetland_tolerant
StaCon,-0.04265108773119412,-0.2761241112173449,Wetland_tolerant,Wetland_tolerant
StaVen,0.07683474857549871,-0.12589838800242764,Wetland_tolerant,Wetland_tolerant
StaBer,0.14800071898290368,-0.030765869023906912,Wetland_tolerant,Wetland_tolerant
StaPin,0.04124859559387281,-0.08978566319592246,Wetland_tolerant,Wetland_tolerant
SurAng,0.17108493277564463,0.02565411630030456,Wetland_tolerant,Wetland_tolerant
AchCal,0.1552074894876565,-0.08260667262735487,Generalist,Generalist
AchLin,0.22198423092777916,-0.013859948018235195,Generalist,Generalist
AchMin,0.14104985664460787,-0.006270139037496974,Generalist,Generalist
AmpCop,0.17504240201625304,-0.05966704803241914,Generalist,Generalist
AstFor,0.1070614834993906,-0.046661824038535124,Generalist,Generalist
AulGra,0.18141798353363056,-0.012419998146774082,Generalist,Generalist
AulMuz,0.17504240201625304,-0.05966704803241914,Generalist,Generalist
CalAer,0.22125522476119194,-0.051036780710520736,Generalist,Generalist
CocPla,0.07842681051784425,-0.04058566582539462,Generalist,Generalist
CycDub,0.18141798353363056,-0.012419998146774082,Generalist,Generalist
DisSte,0.20301016216816536,0.005769283131991638,Generalist,Generalist
FraCap,0.21325464709571035,0.0814231125647043,Generalist,Generalist
FraDel,0.22174897468409152,-0.09880509213921583,Generalist,Generalist
FraGra,0.1843404640409192,-0.14063018385837806,Generalist,Generalist
FraNan,0.23467331111407458,-0.16363034291072875,Generalist,Generalist
FraTen,0.1881980799669562,-0.037362894123115824,Generalist,Generalist
FraVau,0.1742701261368031,0.007239643986205755,Generalist,Generalist
GogExi,0.28887186771075274,-0.02696937976885333,Generalist,Generalist
HanAbu,-0.05574744512571158,-0.15163709077499168,Generalist,Generalist
HanAmp,0.008325045048514097,-0.10208767934498826,Generalist,Generalist
HanElo,0.10331134544183589,-0.134060007016366,Generalist,Generalist
HipCap,0.17504240201625304,-0.05966704803241914,Generalist,Generalist
HumBre,0.13086687143128473,-0.15440425738905808,Generalist,Generalist
HumPer,0.28887186771075274,-0.02696937976885333,Generalist,Generalist
KarCle,0.0973928083109272,0.050920690503007696,Generalist,Generalist
LutAci,0.006158207905448021,-0.030856515601249798,Generalist,Generalist
LutMut,0.059649657812967084,-0.2202402877371848,Generalist,Generalist
MayAto,0.20208408504960237,-0.08856822704093137,Generalist,Generalist
MayPer,-0.08607416583310862,-0.018356447117440597,Generalist,Generalist
NavCry,0.24867465222195248,-0.10911804077930007,Generalist,Generalist
NavLan,0.1941691465683856,0.08207410162451603,Generalist,Generalist
NavRad,0.20930394382774473,0.014534094664564467,Generalist,Generalist
NavRhy,0.2523043538449685,-0.04573550379613324,Generalist,Generalist
NavVen,0.22769583272459876,-0.08215126298414954,Generalist,Generalist
PinBor,0.06352865059527764,0.022820094674841484,Generalist,Generalist
PlaFre,0.148443612367764,-0.03294817361441858,Generalist,Generalist
PlaLan,0.20838489128573165,-0.10289768942593962,Generalist,Generalist
PseBre,0.043115050872773515,0.1841747118063105,Generalist,Generalist
PseSub,0.2001525364139361,-0.03825068641002008,Generalist,Generalist
RhoGib,0.31345532924032893,-0.07327699567155124,Generalist,Generalist
SteMen,0.17504240201625304,-0.05966704803241914,Generalist,Generalist
SteHan,0.12934974475944702,0.029992885308131444,Generalist,Generalist
UlnUln,0.14557088585651218,0.055922185972255734,Generalist,Generalist
UlnAcu,0.26845554735193,-0.1379431362460125,Generalist,Generalist
